Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1873,42,Female,Watch,Outerwear,25,Arkansas,L,Gray,Fall,4.6,No,International Shipping,No,No,37,PayPal,Annually
1874,61,Male,Sneakers,Outerwear,99,Delaware,L,Indigo,Fall,4.9,No,Next Day Air,No,Yes,7,Debit Card,Annually
1875,21,Male,Hat,Accessories,38,Colorado,M,Charcoal,Summer,4.8,No,Next Day Air,No,Yes,1,Venmo,Annually
1876,52,Male,Gloves,Outerwear,77,Colorado,XL,Charcoal,Spring,4.7,No,Standard,Yes,Yes,94,Bank Transfer,Bi-Weekly
1877,38,Female,Windbreaker,Accessories,81,Colorado,S,Gray,Spring,2.3,Yes,Express,Yes,No,62,Cash,Quarterly
1878,46,Female,Handbag,Clothing,92,Maine,XL,Red,Fall,4.3,No,Overnight Shipping,No,Yes,97,Debit Card,Fortnightly
1879,64,Female,Tie,Accessories,64,North Dakota,S,Purple,Winter,3.2,Yes,2-Day Shipping,Yes,No,16,PayPal,Monthly
1880,20,Male,Boots,Outerwear,73,New Jersey,L,Yellow,Summer,3.9,No,Free Shipping,No,Yes,15,Venmo,Fortnightly
1881,53,Male,Belt,Footwear,94,Oregon,L,Brown,Summer,2.5,Yes,Same Day Delivery,No,No,25,Credit Card,Fortnightly
1882,38,Male,Handbag,Outerwear,83,Tennessee,L,Lavender,Summer,2.6,Yes,Overnight Shipping,No,No,96,Credit Card,Every 3 Months
1883,44,Male,Skirt,Outerwear,76,Indiana,L,Peach,Summer,3.9,Yes,Free Shipping,Yes,Yes,59,Cryptocurrency,Weekly
1884,63,Male,Sweater,Accessories,59,Florida,S,Charcoal,Fall,4.7,No,Store Pickup,Yes,No,17,Credit Card,Bi-Weekly
1885,20,Male,Bracelet,Outerwear,69,West Virginia,S,Black,Winter,1.8,No,Overnight Shipping,Yes,Yes,55,Bank Transfer,Every 3 Months
1886,45,Male,Gloves,Accessories,89,South Dakota,XL,Silver,Fall,4.6,Yes,Standard,Yes,Yes,99,Bank Transfer,Monthly
1887,29,Female,Jewelry,Outerwear,49,Pennsylvania,L,Charcoal,Winter,4.7,Yes,Express,No,Yes,34,Bank Transfer,Bi-Weekly
1888,25,Male,Earrings,Outerwear,63,Georgia,XL,Magenta,Fall,3.1,Yes,Same Day Delivery,No,No,49,Venmo,Weekly
1889,41,Male,Cap,Accessories,58,Colorado,L,Maroon,Winter,4.9,Yes,Next Day Air,No,No,53,Credit Card,Weekly
1890,34,Male,Sneakers,Footwear,73,Indiana,S,Red,Fall,3.1,Yes,2-Day Shipping,No,No,58,Credit Card,Fortnightly
1891,23,Female,Socks,Footwear,99,Indiana,S,Gray,Winter,1.2,Yes,Overnight Shipping,No,No,75,Credit Card,Quarterly
1892,24,Female,Shoes,Accessories,74,New Mexico,S,Magenta,Fall,2.1,No,International Shipping,No,Yes,15,Cryptocurrency,Weekly
1893,21,Male,Tracksuit,Footwear,60,New Hampshire,S,Maroon,Fall,1.8,Yes,Store Pickup,Yes,Yes,37,Venmo,Fortnightly
1894,52,Male,Pants,Outerwear,60,Maine,M,Yellow,Summer,2.8,No,Store Pickup,No,No,54,Cryptocurrency,Monthly
1895,22,Female,Dress,Accessories,45,Texas,XL,Olive,Spring,4.8,No,Standard,No,Yes,6,Bank Transfer,Monthly
1896,61,Male,Scarf,Accessories,56,Nevada,M,Magenta,Fall,3.2,Yes,2-Day Shipping,No,Yes,3,PayPal,Quarterly
1897,28,Male,Tie,Accessories,55,Kentucky,XL,Blue,Summer,1.5,No,Express,Yes,No,45,Venmo,Quarterly
1898,47,Male,Watch,Clothing,73,Texas,M,Olive,Winter,3.7,No,Express,No,No,82,Cryptocurrency,Every 3 Months
1899,49,Male,Bracelet,Clothing,71,Wyoming,L,Olive,Summer,2.6,Yes,Free Shipping,Yes,Yes,49,Credit Card,Weekly
1900,19,Female,T-shirt,Clothing,73,Louisiana,XL,Gray,Winter,1.0,No,Same Day Delivery,Yes,No,87,Cash,Weekly
1901,19,Male,Jewelry,Clothing,21,Arkansas,L,Green,Summer,2.1,Yes,Overnight Shipping,No,Yes,95,Credit Card,Bi-Weekly
1902,49,Male,Sneakers,Clothing,64,Arizona,M,Indigo,Winter,3.9,No,2-Day Shipping,No,Yes,18,Cash,Annually
1903,50,Male,Socks,Outerwear,83,Kentucky,L,Green,Summer,4.2,No,Next Day Air,Yes,Yes,59,Debit Card,Monthly
1904,25,Male,Boots,Accessories,92,Louisiana,S,Red,Spring,3.1,Yes,Store Pickup,Yes,No,63,Cryptocurrency,Every 3 Months
1905,48,Female,Tie,Accessories,78,North Dakota,M,Yellow,Spring,1.6,Yes,International Shipping,No,Yes,4,Credit Card,Weekly
1906,33,Female,Cap,Accessories,66,Colorado,L,Olive,Summer,4.1,Yes,Standard,No,Yes,95,Cryptocurrency,Every 3 Months
1907,62,Male,Swimsuit,Accessories,95,Texas,L,Purple,Winter,1.6,No,International Shipping,Yes,Yes,30,Bank Transfer,Quarterly
1908,57,Male,Gloves,Footwear,59,Wisconsin,XL,Blue,Spring,2.8,Yes,Overnight Shipping,Yes,Yes,69,Venmo,Bi-Weekly
1909,58,Female,Hat,Outerwear,91,North Dakota,XL,Black,Fall,1.9,Yes,Same Day Delivery,No,Yes,48,Cash,Every 3 Months
1910,68,Female,Flip-flops,Clothing,94,Massachusetts,M,Gray,Summer,4.0,No,Standard,Yes,Yes,47,Bank Transfer,Quarterly
1911,34,Male,Skirt,Clothing,83,Oklahoma,M,Pink,Fall,4.1,Yes,Overnight Shipping,Yes,Yes,15,Bank Transfer,Monthly
1912,60,Female,Watch,Accessories,93,Delaware,XL,Orange,Winter,4.1,Yes,Standard,Yes,No,26,Debit Card,Bi-Weekly
1913,36,Female,Shirt,Clothing,30,Maine,M,Yellow,Summer,2.5,Yes,Free Shipping,No,Yes,87,Credit Card,Annually
1914,48,Male,Blouse,Accessories,41,Alabama,L,Peach,Winter,1.2,No,Overnight Shipping,Yes,No,74,Debit Card,Quarterly
1915,35,Female,Shorts,Clothing,37,Colorado,L,Silver,Summer,2.5,No,International Shipping,Yes,Yes,84,Credit Card,Monthly
1916,56,Female,Tie,Outerwear,95,Oklahoma,XL,Yellow,Summer,1.9,Yes,Same Day Delivery,No,No,21,Venmo,Every 3 Months
1917,37,Male,Jacket,Outerwear,87,Virginia,XL,Magenta,Winter,4.8,No,Overnight Shipping,No,No,0,Cryptocurrency,Weekly
1918,69,Male,Tracksuit,Footwear,45,Illinois,L,Cyan,Fall,5.0,No,Standard,Yes,Yes,82,Cryptocurrency,Every 3 Months
1919,39,Male,Handbag,Footwear,68,Rhode Island,S,Gold,Winter,4.3,Yes,Express,No,No,15,Debit Card,Quarterly
1920,69,Female,Jeans,Outerwear,31,Hawaii,M,Blue,Spring,2.5,Yes,2-Day Shipping,Yes,No,74,Bank Transfer,Fortnightly
1921,48,Female,Earrings,Footwear,52,Vermont,M,Brown,Fall,1.8,No,2-Day Shipping,Yes,Yes,73,Venmo,Every 3 Months
1922,46,Female,Shoes,Outerwear,64,Colorado,XL,White,Fall,3.2,No,Overnight Shipping,Yes,Yes,99,Cryptocurrency,Fortnightly
1923,24,Male,Shirt,Outerwear,61,Arizona,M,Gray,Spring,1.1,Yes,Same Day Delivery,No,No,37,Debit Card,Annually
1924,35,Female,Dress,Outerwear,97,Rhode Island,L,White,Spring,4.9,Yes,International Shipping,Yes,Yes,92,Cryptocurrency,Quarterly
1925,28,Male,Sunglasses,Outerwear,37,Alabama,M,Peach,Fall,3.8,No,Free Shipping,No,Yes,70,Venmo,Annually
1926,44,Male,Boots,Clothing,86,Wyoming,S,Gray,Summer,4.5,No,Store Pickup,No,Yes,81,Venmo,Bi-Weekly
1927,45,Male,Cap,Footwear,60,North Carolina,L,Indigo,Fall,1.1,No,Standard,No,No,2,PayPal,Fortnightly
1928,39,Male,T-shirt,Clothing,74,Alaska,L,Teal,Fall,3.2,Yes,International Shipping,No,Yes,81,Cash,Annually
1929,39,Female,Pants,Footwear,41,North Carolina,XL,Orange,Winter,4.4,Yes,Next Day Air,No,No,56,Bank Transfer,Monthly
1930,40,Female,Scarf,Footwear,62,Maine,XL,Cyan,Winter,4.0,No,Same Day Delivery,Yes,Yes,58,Debit Card,Weekly
1931,41,Female,Bracelet,Clothing,24,Utah,M,Indigo,Summer,4.3,No,International Shipping,No,Yes,74,Debit Card,Annually
1932,46,Female,Handbag,Footwear,71,Connecticut,M,Black,Fall,3.8,Yes,International Shipping,Yes,Yes,77,Credit Card,Every 3 Months
1933,70,Female,Hat,Clothing,81,Illinois,XL,Yellow,Fall,3.8,No,Overnight Shipping,Yes,No,39,PayPal,Every 3 Months
1934,26,Female,Bracelet,Accessories,39,North Carolina,M,Beige,Spring,5.0,Yes,Store Pickup,No,Yes,35,Debit Card,Annually
1935,28,Male,Bracelet,Clothing,61,New Jersey,L,Violet,Spring,3.0,Yes,Standard,Yes,No,61,Cash,Fortnightly
1936,21,Male,Watch,Accessories,63,Illinois,M,Teal,Winter,3.0,Yes,Free Shipping,Yes,Yes,35,Credit Card,Weekly
1937,40,Male,Cap,Outerwear,86,Wyoming,S,Cyan,Winter,2.7,No,2-Day Shipping,No,No,55,Venmo,Annually
1938,55,Male,Sunglasses,Clothing,40,Oklahoma,S,Teal,Fall,1.6,Yes,Next Day Air,Yes,No,56,Credit Card,Annually
1939,50,Male,Shorts,Footwear,58,Nebraska,S,Purple,Winter,3.4,No,Free Shipping,Yes,Yes,97,Credit Card,Annually
1940,20,Male,Socks,Footwear,77,Idaho,S,Silver,Summer,3.7,No,Same Day Delivery,No,No,82,Bank Transfer,Quarterly
1941,31,Female,Tracksuit,Accessories,76,New York,XL,Pink,Summer,2.3,No,2-Day Shipping,Yes,Yes,20,PayPal,Annually
1942,29,Female,Earrings,Footwear,78,Connecticut,S,Peach,Winter,4.1,Yes,Standard,Yes,No,82,Cash,Bi-Weekly
1943,37,Female,Loafers,Accessories,37,North Dakota,S,Lavender,Spring,4.4,No,Next Day Air,Yes,No,38,Venmo,Monthly
1944,30,Female,Gloves,Accessories,34,Kansas,S,Pink,Winter,3.4,No,Standard,No,No,83,PayPal,Annually
1945,55,Female,Tracksuit,Outerwear,20,Georgia,S,Gray,Fall,2.3,No,Express,No,No,48,Debit Card,Annually
1946,36,Male,Necklace,Accessories,25,Pennsylvania,M,Black,Fall,3.4,Yes,Next Day Air,No,Yes,13,PayPal,Quarterly
1947,21,Female,Cardigan,Footwear,89,Kansas,L,White,Fall,2.5,No,Same Day Delivery,Yes,No,60,PayPal,Bi-Weekly
1948,69,Male,Tie,Accessories,45,Colorado,L,Cyan,Fall,5.0,Yes,Store Pickup,No,Yes,77,Credit Card,Bi-Weekly
1949,22,Male,Sweater,Footwear,59,Missouri,XL,Olive,Fall,1.2,Yes,Overnight Shipping,Yes,Yes,24,PayPal,Bi-Weekly
1950,49,Male,Tie,Clothing,95,Maryland,S,Teal,Summer,3.8,No,International Shipping,Yes,Yes,81,Credit Card,Weekly
1951,58,Male,Dress,Outerwear,45,Florida,M,Magenta,Spring,4.5,No,Same Day Delivery,Yes,Yes,95,PayPal,Fortnightly
1952,32,Female,Hoodie,Accessories,63,Hawaii,XL,Silver,Fall,1.1,No,Express,Yes,Yes,7,PayPal,Fortnightly
1953,31,Female,T-shirt,Footwear,31,New York,L,Green,Fall,4.1,No,Next Day Air,No,No,4,PayPal,Quarterly
1954,18,Female,Scarf,Footwear,38,Utah,S,Peach,Spring,4.0,Yes,Same Day Delivery,Yes,Yes,70,Debit Card,Fortnightly
1955,58,Female,Loafers,Footwear,30,Connecticut,XL,Pink,Spring,1.5,Yes,Express,Yes,No,49,Debit Card,Fortnightly
1956,36,Female,Raincoat,Outerwear,88,Maine,S,Charcoal,Fall,4.6,Yes,Overnight Shipping,No,Yes,78,Cryptocurrency,Annually
1957,61,Male,Flip-flops,Outerwear,75,Oklahoma,S,Charcoal,Spring,2.4,Yes,Store Pickup,Yes,Yes,29,PayPal,Bi-Weekly
1958,43,Female,Socks,Footwear,91,Rhode Island,S,Indigo,Spring,1.7,No,2-Day Shipping,Yes,No,13,Credit Card,Fortnightly
1959,42,Male,Cardigan,Clothing,42,Minnesota,M,Magenta,Summer,3.4,No,2-Day Shipping,No,No,22,Bank Transfer,Annually
1960,42,Male,Tie,Clothing,66,North Carolina,M,Pink,Spring,1.1,Yes,Next Day Air,Yes,No,24,Bank Transfer,Weekly
1961,47,Male,Scarf,Clothing,57,Arizona,XL,Olive,Fall,3.9,No,Store Pickup,No,No,52,Debit Card,Weekly
1962,19,Male,Raincoat,Outerwear,38,Oregon,XL,Brown,Fall,3.5,No,2-Day Shipping,No,No,13,Venmo,Fortnightly
1963,43,Male,Belt,Footwear,69,Michigan,XL,Teal,Winter,1.3,Yes,Standard,No,Yes,38,Credit Card,Monthly
1964,20,Male,Hoodie,Clothing,82,Oregon,L,Pink,Summer,3.7,No,Free Shipping,No,Yes,12,Cash,Weekly
1965,37,Male,Dress,Footwear,21,Texas,S,Gray,Fall,2.1,Yes,Standard,Yes,Yes,45,Venmo,Quarterly
1966,56,Male,Scarf,Outerwear,21,Wisconsin,S,Yellow,Summer,4.7,No,Free Shipping,No,No,74,PayPal,Weekly
1967,44,Male,Necklace,Outerwear,37,Oklahoma,L,Lavender,Summer,4.0,Yes,Express,Yes,No,45,PayPal,Fortnightly
1968,65,Male,Backpack,Accessories,44,Louisiana,XL,Gray,Summer,1.4,Yes,Free Shipping,Yes,No,4,PayPal,Weekly
1969,48,Female,Sandals,Accessories,23,Kentucky,S,Orange,Summer,1.8,Yes,Standard,No,Yes,60,Cash,Annually
1970,53,Female,Shirt,Footwear,85,Maine,XL,Cyan,Winter,3.5,Yes,Same Day Delivery,No,Yes,97,Debit Card,Annually
1971,35,Male,Overalls,Accessories,75,Arizona,L,Peach,Spring,1.3,Yes,Same Day Delivery,No,Yes,71,Cryptocurrency,Bi-Weekly
1972,21,Male,Watch,Accessories,60,Vermont,M,Blue,Fall,3.8,Yes,2-Day Shipping,Yes,Yes,44,Cryptocurrency,Fortnightly
1973,41,Male,Dress,Clothing,90,New Mexico,S,Charcoal,Winter,3.6,No,Overnight Shipping,No,No,66,Cryptocurrency,Annually
1974,50,Female,Necklace,Outerwear,88,West Virginia,L,Indigo,Summer,1.0,No,Free Shipping,Yes,Yes,20,Debit Card,Every 3 Months
1975,40,Female,Cap,Accessories,28,Michigan,M,Pink,Spring,3.3,No,International Shipping,Yes,No,62,Cash,Bi-Weekly
1976,21,Female,Coat,Clothing,84,Virginia,M,Teal,Fall,2.6,No,Overnight Shipping,Yes,Yes,64,Cryptocurrency,Weekly
1977,30,Female,Boots,Clothing,74,Mississippi,XL,White,Spring,1.5,No,Store Pickup,No,No,18,Credit Card,Bi-Weekly
1978,45,Female,Sunglasses,Footwear,80,Idaho,L,Teal,Summer,2.1,Yes,Same Day Delivery,Yes,Yes,40,Cash,Annually
1979,70,Female,Shirt,Accessories,40,Texas,L,Cyan,Spring,4.7,No,International Shipping,Yes,Yes,16,Venmo,Monthly
1980,58,Male,Handbag,Accessories,26,Arkansas,XL,Turquoise,Winter,3.2,No,2-Day Shipping,No,Yes,15,Cash,Fortnightly
1981,29,Female,Coat,Footwear,27,Nevada,L,Violet,Summer,3.6,No,Same Day Delivery,No,No,48,Debit Card,Monthly
1982,54,Female,Loafers,Footwear,89,New York,M,Orange,Winter,4.4,No,Standard,No,No,47,Credit Card,Bi-Weekly
1983,60,Male,Blouse,Footwear,26,Texas,L,Gray,Fall,5.0,No,Store Pickup,Yes,Yes,44,Cryptocurrency,Every 3 Months
1984,23,Female,Blouse,Accessories,58,Vermont,M,Orange,Fall,3.8,Yes,Express,Yes,No,44,Cryptocurrency,Weekly
1985,45,Male,Raincoat,Outerwear,53,Michigan,XL,Beige,Fall,2.2,Yes,2-Day Shipping,Yes,Yes,91,Bank Transfer,Weekly
1986,38,Male,Watch,Outerwear,54,Nevada,XL,Turquoise,Summer,2.7,No,Next Day Air,No,Yes,46,Cash,Fortnightly
1987,58,Female,Necklace,Accessories,73,Michigan,S,Blue,Fall,3.8,No,Next Day Air,No,Yes,16,PayPal,Fortnightly
1988,63,Female,Tracksuit,Clothing,21,Idaho,L,Red,Spring,1.3,No,2-Day Shipping,No,No,1,PayPal,Fortnightly
1989,63,Male,Sandals,Footwear,32,Wyoming,L,Lavender,Winter,4.1,No,Overnight Shipping,Yes,Yes,76,PayPal,Bi-Weekly
1990,51,Female,Swimsuit,Accessories,52,Missouri,XL,Gold,Fall,4.1,No,Standard,Yes,Yes,70,Venmo,Annually
1991,51,Male,Sweater,Outerwear,79,Utah,XL,Pink,Winter,4.5,Yes,Store Pickup,Yes,No,25,Credit Card,Quarterly
1992,39,Female,Handbag,Footwear,95,Iowa,L,Peach,Winter,1.5,No,Free Shipping,Yes,Yes,93,Debit Card,Fortnightly
1993,26,Female,Jacket,Clothing,81,Ohio,L,Beige,Spring,1.7,No,Standard,Yes,Yes,98,Cash,Annually
1994,35,Male,Sneakers,Footwear,31,Georgia,S,Green,Fall,3.2,Yes,International Shipping,Yes,Yes,14,Credit Card,Every 3 Months
1995,30,Female,Jacket,Clothing,87,Kentucky,XL,Green,Spring,4.3,No,Express,Yes,Yes,13,Cryptocurrency,Weekly
1996,52,Female,Blouse,Accessories,63,Nebraska,L,Olive,Summer,4.7,No,Overnight Shipping,Yes,Yes,67,Credit Card,Weekly
1997,56,Female,Sneakers,Clothing,72,Rhode Island,M,Indigo,Summer,3.4,No,Standard,No,No,69,Cash,Annually
1998,54,Male,Bracelet,Accessories,76,Florida,S,Black,Winter,4.8,No,Overnight Shipping,No,Yes,11,PayPal,Bi-Weekly
1999,46,Female,Dress,Outerwear,89,North Dakota,L,Yellow,Summer,3.9,No,Same Day Delivery,No,Yes,21,Cryptocurrency,Annually
2000,69,Female,Sandals,Clothing,33,Minnesota,XL,Purple,Winter,2.3,Yes,2-Day Shipping,Yes,No,88,Bank Transfer,Fortnightly
2001,22,Female,Hat,Outerwear,60,Texas,XL,Indigo,Summer,3.0,No,Store Pickup,Yes,Yes,97,Cryptocurrency,Monthly
2002,52,Male,Jacket,Outerwear,96,Wyoming,S,Purple,Fall,3.5,No,Standard,Yes,Yes,2,PayPal,Quarterly
2003,31,Female,Loafers,Outerwear,64,Texas,L,Olive,Winter,1.1,Yes,Overnight Shipping,No,Yes,80,Cryptocurrency,Quarterly
2004,43,Female,Skirt,Outerwear,45,South Dakota,XL,Silver,Fall,3.4,No,International Shipping,Yes,No,53,Debit Card,Fortnightly
2005,70,Female,Overalls,Clothing,87,Massachusetts,M,Maroon,Summer,4.4,No,Express,No,No,66,Bank Transfer,Every 3 Months
2006,68,Male,Bracelet,Outerwear,40,North Carolina,L,Magenta,Fall,3.8,Yes,Store Pickup,Yes,Yes,50,Bank Transfer,Fortnightly
2007,49,Male,Sandals,Outerwear,90,Minnesota,L,Maroon,Spring,2.6,No,Express,Yes,No,6,Bank Transfer,Quarterly
2008,44,Male,Belt,Accessories,97,Virginia,S,Gold,Summer,4.1,No,Free Shipping,No,No,61,Cash,Annually
2009,21,Male,Cap,Outerwear,44,Iowa,S,Gold,Fall,1.3,No,Standard,No,No,87,Bank Transfer,Bi-Weekly
2010,20,Male,Raincoat,Outerwear,93,Colorado,M,Lavender,Fall,3.5,Yes,Next Day Air,Yes,Yes,98,Bank Transfer,Monthly
2011,35,Male,Jeans,Outerwear,76,West Virginia,L,Yellow,Spring,3.6,No,Store Pickup,Yes,No,86,Venmo,Annually
2012,24,Male,Scarf,Accessories,52,Indiana,L,Violet,Fall,4.6,Yes,Overnight Shipping,Yes,Yes,13,Debit Card,Weekly
2013,28,Female,Watch,Accessories,72,Alaska,S,Brown,Spring,1.3,Yes,Free Shipping,No,Yes,62,Bank Transfer,Annually
2014,18,Female,Sweater,Footwear,48,Pennsylvania,M,Violet,Spring,4.0,Yes,Next Day Air,No,Yes,93,Cash,Weekly
2015,46,Female,Sunglasses,Clothing,24,New Hampshire,L,Green,Winter,2.0,No,International Shipping,No,No,12,Debit Card,Bi-Weekly
2016,61,Male,Sunglasses,Clothing,33,Rhode Island,XL,Purple,Summer,1.1,Yes,Free Shipping,Yes,No,89,Bank Transfer,Annually
2017,60,Male,Sneakers,Outerwear,82,Hawaii,L,Silver,Spring,2.6,Yes,Express,Yes,Yes,74,Cash,Bi-Weekly
2018,48,Female,Swimsuit,Footwear,77,Ohio,S,Magenta,Spring,4.0,No,Standard,Yes,Yes,84,Cryptocurrency,Every 3 Months
2019,52,Female,Raincoat,Accessories,68,West Virginia,S,White,Spring,4.8,Yes,Same Day Delivery,No,No,57,PayPal,Bi-Weekly
2020,50,Male,Sunglasses,Clothing,40,Nebraska,S,Lavender,Fall,1.0,Yes,Next Day Air,No,No,67,Debit Card,Quarterly
2021,35,Male,Skirt,Footwear,22,Hawaii,S,Brown,Fall,4.9,Yes,International Shipping,No,Yes,82,Bank Transfer,Fortnightly
2022,27,Female,Shoes,Outerwear,66,Maine,M,Indigo,Summer,4.6,Yes,2-Day Shipping,No,No,27,Cryptocurrency,Monthly
2023,18,Female,Bracelet,Outerwear,24,Massachusetts,M,Maroon,Winter,2.4,Yes,Same Day Delivery,Yes,Yes,9,PayPal,Quarterly
2024,40,Male,Sweater,Clothing,43,Montana,L,Yellow,Winter,2.8,Yes,Free Shipping,Yes,Yes,80,Cash,Fortnightly
2025,25,Male,Sneakers,Accessories,22,Nebraska,L,Gray,Winter,3.7,Yes,Overnight Shipping,No,No,40,Venmo,Monthly
2026,50,Female,Flip-flops,Outerwear,57,North Carolina,XL,Gray,Spring,1.2,No,International Shipping,No,Yes,47,Debit Card,Weekly
2027,68,Male,Earrings,Clothing,79,Illinois,XL,Turquoise,Summer,1.9,No,Store Pickup,No,No,36,Credit Card,Weekly
2028,70,Male,T-shirt,Clothing,26,Colorado,XL,Cyan,Winter,2.1,Yes,Overnight Shipping,Yes,No,67,Cash,Bi-Weekly
2029,28,Female,Tracksuit,Accessories,75,California,M,Black,Summer,3.2,No,2-Day Shipping,No,Yes,64,Debit Card,Fortnightly
2030,37,Male,Tie,Clothing,60,North Dakota,M,Magenta,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,39,PayPal,Quarterly
2031,59,Male,Jewelry,Footwear,38,Tennessee,M,Yellow,Summer,1.7,No,International Shipping,Yes,No,99,Debit Card,Weekly
2032,23,Male,Coat,Footwear,80,New Hampshire,XL,Red,Winter,2.8,Yes,Same Day Delivery,No,No,13,PayPal,Fortnightly
2033,50,Male,Jacket,Outerwear,96,North Carolina,S,Gray,Fall,3.7,Yes,Express,Yes,Yes,31,Cryptocurrency,Weekly
2034,50,Female,Raincoat,Outerwear,70,New Jersey,L,Charcoal,Fall,3.6,Yes,Same Day Delivery,No,Yes,61,Cryptocurrency,Quarterly
2035,30,Female,Handbag,Clothing,88,Wisconsin,S,Violet,Fall,2.5,Yes,International Shipping,No,No,98,Debit Card,Monthly
2036,35,Female,Overalls,Outerwear,38,Nevada,M,Beige,Winter,2.8,Yes,Express,Yes,Yes,98,Credit Card,Every 3 Months
2037,54,Male,T-shirt,Accessories,42,Oregon,M,White,Winter,1.6,No,Store Pickup,No,No,92,Bank Transfer,Quarterly
2038,23,Male,Cap,Clothing,41,Vermont,S,Purple,Winter,2.3,No,Same Day Delivery,No,Yes,20,Debit Card,Monthly
2039,43,Female,Sweater,Outerwear,86,Missouri,M,Black,Fall,3.0,No,2-Day Shipping,Yes,Yes,97,Credit Card,Bi-Weekly
2040,62,Female,Bracelet,Accessories,38,West Virginia,M,Brown,Spring,3.0,Yes,2-Day Shipping,No,Yes,97,Cash,Bi-Weekly
2041,30,Male,Bracelet,Accessories,67,Michigan,XL,Yellow,Summer,1.6,Yes,Overnight Shipping,No,No,76,Cryptocurrency,Fortnightly
2042,32,Male,Dress,Accessories,44,Wisconsin,L,White,Spring,3.0,No,Store Pickup,Yes,No,83,Debit Card,Weekly
2043,57,Female,Sandals,Footwear,82,Texas,M,Purple,Winter,1.0,Yes,Express,No,No,28,Venmo,Quarterly
2044,56,Male,Raincoat,Outerwear,76,Wyoming,M,Gold,Fall,3.6,Yes,International Shipping,No,Yes,72,Cash,Fortnightly
2045,57,Male,Blouse,Clothing,33,New York,XL,Violet,Fall,2.4,No,Overnight Shipping,No,No,87,Venmo,Quarterly
2046,31,Male,Shirt,Footwear,64,Tennessee,XL,White,Winter,4.4,Yes,International Shipping,Yes,No,46,Debit Card,Weekly
2047,51,Female,Gloves,Accessories,91,Minnesota,XL,Gray,Spring,3.8,Yes,International Shipping,No,No,90,PayPal,Monthly
2048,24,Female,Cufflinks,Footwear,29,Texas,L,White,Fall,3.4,No,Free Shipping,Yes,Yes,65,Cash,Monthly
2049,21,Female,Sandals,Footwear,46,Iowa,M,White,Fall,2.9,No,Store Pickup,Yes,Yes,12,Cryptocurrency,Every 3 Months
2050,45,Male,Cufflinks,Footwear,94,Hawaii,L,Violet,Spring,3.3,Yes,Overnight Shipping,No,Yes,49,Bank Transfer,Weekly
2051,18,Female,Sweater,Clothing,70,Nevada,S,Olive,Winter,1.3,Yes,Standard,Yes,Yes,25,Bank Transfer,Weekly
2052,63,Female,Sneakers,Outerwear,78,West Virginia,S,Beige,Fall,4.3,Yes,Overnight Shipping,Yes,No,12,Bank Transfer,Monthly
2053,44,Male,Tracksuit,Footwear,35,South Carolina,M,Violet,Spring,4.0,No,Next Day Air,No,No,49,PayPal,Bi-Weekly
2054,37,Male,Blouse,Accessories,38,Vermont,L,Peach,Winter,4.4,Yes,2-Day Shipping,No,Yes,26,Bank Transfer,Fortnightly
2055,25,Female,Windbreaker,Footwear,53,Montana,L,Blue,Summer,2.6,No,Overnight Shipping,No,No,96,Bank Transfer,Weekly
2056,19,Female,Blouse,Clothing,84,Rhode Island,S,Charcoal,Fall,2.6,No,Next Day Air,No,Yes,95,Credit Card,Monthly
2057,32,Female,Raincoat,Footwear,49,Hawaii,XL,Gray,Spring,4.8,Yes,Store Pickup,Yes,Yes,79,Cash,Monthly
2058,66,Male,Sneakers,Clothing,32,Georgia,S,Cyan,Spring,2.2,No,Next Day Air,Yes,Yes,26,Credit Card,Monthly
2059,48,Female,Cufflinks,Footwear,52,Iowa,S,Cyan,Summer,3.3,Yes,Express,Yes,No,78,Venmo,Every 3 Months
2060,67,Male,Sneakers,Outerwear,41,New Hampshire,S,White,Winter,2.9,No,Next Day Air,No,No,44,Venmo,Monthly
2061,47,Male,Vest,Footwear,77,Rhode Island,S,Black,Summer,3.6,Yes,Store Pickup,No,Yes,41,Venmo,Quarterly
2062,41,Male,Necklace,Clothing,32,New Hampshire,XL,Red,Summer,4.4,No,Store Pickup,No,Yes,94,Cryptocurrency,Monthly
2063,64,Male,Loafers,Footwear,47,Hawaii,L,Indigo,Fall,1.8,Yes,Overnight Shipping,No,Yes,93,Credit Card,Fortnightly
2064,50,Female,Belt,Clothing,81,California,XL,Magenta,Spring,3.8,Yes,Store Pickup,No,Yes,69,Cryptocurrency,Bi-Weekly
2065,57,Male,Cufflinks,Accessories,55,Michigan,XL,Teal,Spring,4.1,Yes,Free Shipping,Yes,No,82,Debit Card,Weekly
2066,59,Male,Belt,Footwear,88,Maine,L,Gray,Summer,2.4,Yes,Standard,No,No,47,Cryptocurrency,Monthly
2067,25,Female,Shirt,Clothing,46,Montana,L,Gray,Fall,3.5,Yes,Next Day Air,No,No,67,Debit Card,Every 3 Months
2068,64,Male,Vest,Accessories,79,Illinois,M,Yellow,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,9,Debit Card,Weekly
